date,symbol,close
2023-09-27,BNB,212.00000000
2023-09-27,BTC,26372.99000000
2023-09-27,ETH,1598.64000000
2023-09-27,SOL,19.14000000
2023-09-27,XRP,0.49930000
2023-09-28,BNB,215.00000000
2023-09-28,BTC,27021.39000000
2023-09-28,ETH,1652.99000000
2023-09-28,SOL,19.96000000
2023-09-28,XRP,0.50980000
2023-09-29,BNB,215.20000000
2023-09-29,BTC,26906.96000000
2023-09-29,ETH,1667.45000000
2023-09-29,SOL,20.28000000
2023-09-29,XRP,0.52150000
2023-09-30,BNB,214.60000000
2023-09-30,BTC,26962.56000000
2023-09-30,ETH,1670.89000000
2023-09-30,SOL,21.37000000
2023-09-30,XRP,0.51490000
2023-10-01,BNB,218.20000000
2023-10-01,BTC,27992.57000000
2023-10-01,ETH,1733.79000000
2023-10-01,SOL,23.87000000
2023-10-01,XRP,0.52410000
2023-10-02,BNB,214.60000000
2023-10-02,BTC,27494.51000000
2023-10-02,ETH,1662.40000000
2023-10-02,SOL,23.37000000
2023-10-02,XRP,0.51230000
2023-10-03,BNB,213.50000000
2023-10-03,BTC,27426.46000000
2023-10-03,ETH,1656.88000000
2023-10-03,SOL,23.60000000
2023-10-03,XRP,0.53900000
2023-10-04,BNB,213.40000000
2023-10-04,BTC,27778.57000000
2023-10-04,ETH,1646.58000000
2023-10-04,SOL,23.13000000
2023-10-04,XRP,0.53260000
2023-10-05,BNB,210.60000000
2023-10-05,BTC,27410.39000000
2023-10-05,ETH,1611.79000000
2023-10-05,SOL,22.70000000
2023-10-05,XRP,0.52270000
2023-10-06,BNB,213.40000000
2023-10-06,BTC,27931.09000000
2023-10-06,ETH,1645.03000000
2023-10-06,SOL,23.41000000
2023-10-06,XRP,0.52550000
2023-10-07,BNB,212.30000000
2023-10-07,BTC,27956.67000000
2023-10-07,ETH,1633.57000000
2023-10-07,SOL,23.30000000
2023-10-07,XRP,0.52160000
2023-10-08,BNB,211.40000000
2023-10-08,BTC,27917.05000000
