date,symbol,close
2016-06-20,DJI,17804.8700
2016-06-20,IXIC,4837.2100
2016-06-20,SPX,2083.2500
2016-06-21,DJI,17829.7300
2016-06-21,IXIC,4843.7600
2016-06-21,SPX,2088.9000
2016-06-22,DJI,17780.8300
2016-06-22,IXIC,4833.3200
2016-06-22,SPX,2085.4500
2016-06-23,DJI,18011.0700
2016-06-23,IXIC,4910.0400
2016-06-23,SPX,2113.3200
2016-06-24,DJI,17400.7500
2016-06-24,IXIC,4707.9800
2016-06-24,SPX,2037.4100
2016-06-27,DJI,17140.2400
2016-06-27,IXIC,4594.4400
2016-06-27,SPX,2000.5400
2016-06-28,DJI,17409.7200
2016-06-28,IXIC,4691.8700
2016-06-28,SPX,2036.0900
2016-06-29,DJI,17694.6800
2016-06-29,IXIC,4779.2500
2016-06-29,SPX,2070.7700
2016-06-30,DJI,17929.9900
2016-06-30,IXIC,4842.6700
2016-06-30,SPX,2098.8600
2016-07-01,DJI,17949.3700
2016-07-01,IXIC,4862.5700
2016-07-01,SPX,2102.9500
2016-07-05,DJI,17840.6200
2016-07-05,IXIC,4822.9000
2016-07-05,SPX,2088.5500
2016-07-06,DJI,17918.6200
2016-07-06,IXIC,4859.1600
2016-07-06,SPX,2099.7300
2016-07-07,DJI,17895.8800
2016-07-07,IXIC,4876.8100
2016-07-07,SPX,2097.9000
2016-07-08,DJI,18146.7400
2016-07-08,IXIC,4956.7600
2016-07-08,SPX,2129.9000
2016-07-11,DJI,18226.9300
2016-07-11,IXIC,4988.6400
2016-07-11,SPX,2137.1600
2016-07-12,DJI,18347.6700
2016-07-12,IXIC,5022.8200
2016-07-12,SPX,2152.1400
2016-07-13,DJI,18372.1200
2016-07-13,IXIC,5005.7300
2016-07-13,SPX,2152.4300
2016-07-14,DJI,18506.4100
2016-07-14,IXIC,5034.0600
2016-07-14,SPX,2163.7500
2016-07-15,DJI,18516.5500
2016-07-15,IXIC,5029.5900
2016-07-15,SPX,2161.7400
2016-07-18,DJI,18533.0500
2016-07-18,IXIC,5055.7800
2016-07-18,SPX,2166.8900
2016-07-19,DJI,18559.0100
2016-07-19,IXIC,5036.3700
2016-07-19,SPX,2163.7800
2016-07-20,DJI,18595.0300
2016-07-20,IXIC,5089.9300
2016-07-20,SPX,2173.0200
2016-07-21,DJI,18517.2300
