date,symbol,close
2016-06-24,DJI,17400.7500
2016-06-24,IXIC,4707.9800
2016-06-24,SPX,2037.4100
2016-07-01,DJI,17949.3700
2016-07-01,IXIC,4862.5700
2016-07-01,SPX,2102.9500
2016-07-08,DJI,18146.7400
2016-07-08,IXIC,4956.7600
2016-07-08,SPX,2129.9000
2016-07-15,DJI,18516.5500
2016-07-15,IXIC,5029.5900
2016-07-15,SPX,2161.7400
2016-07-22,DJI,18570.8500
2016-07-22,IXIC,5100.1600
2016-07-22,SPX,2175.0300
2016-07-29,DJI,18432.2400
2016-07-29,IXIC,5162.1300
2016-07-29,SPX,2173.6000
2016-08-05,DJI,18543.5300
2016-08-05,IXIC,5221.1200
2016-08-05,SPX,2182.8700
2016-08-12,DJI,18576.4700
2016-08-12,IXIC,5232.8900
2016-08-12,SPX,2184.0500
2016-08-19,DJI,18552.5700
2016-08-19,IXIC,5238.3800
2016-08-19,SPX,2183.8700
2016-08-26,DJI,18395.4000
2016-08-26,IXIC,5218.9200
2016-08-26,SPX,2169.0400
2016-09-02,DJI,18491.9600
2016-09-02,IXIC,5249.9000
2016-09-02,SPX,2179.9800
2016-09-09,DJI,18085.4500
2016-09-09,IXIC,5125.9100
2016-09-09,SPX,2127.8100
2016-09-16,DJI,18123.8000
2016-09-16,IXIC,5244.5700
2016-09-16,SPX,2139.1600
2016-09-23,DJI,18261.4500
2016-09-23,IXIC,5305.7500
2016-09-23,SPX,2164.6900
2016-09-30,DJI,18308.1500
2016-09-30,IXIC,5312.0000
2016-09-30,SPX,2168.2700
2016-10-07,DJI,18240.4900
2016-10-07,IXIC,5292.4000
2016-10-07,SPX,2153.7400
2016-10-14,DJI,18138.3800
2016-10-14,IXIC,5214.1600
2016-10-14,SPX,2132.9800
2016-10-21,DJI,18145.7100
2016-10-21,IXIC,5257.4000
2016-10-21,SPX,2141.1600
2016-10-28,DJI,18161.1900
2016-10-28,IXIC,5190.1000
2016-10-28,SPX,2126.4100
2016-11-04,DJI,17888.2800
2016-11-04,IXIC,5046.3700
2016-11-04,SPX,2085.1800
2016-11-11,DJI,18847.6600
2016-11-11,IXIC,5237.1100
2016-11-11,SPX,2164.4500
2016-11-18,DJI,18867.9300
2016-11-18,IXIC,5321.5100
2016-11-18,SPX,2181.9000
2016-11-25,DJI,19152.1400
2016-11-25,IXIC,5398.9200
2016-11-25,SPX,2213.3500
2016-12-02,DJI,19170.4200
2016-12-02,IXIC,5255.6500
2016-12-02,SPX,2191.9500
2016-12-09,DJI,19756.8500
2016-12-09,IXIC,5444.5000
2016-12-09,SPX,2259.5300
2016-12-16,DJI,19843.4100
2016-12-16,IXIC,5437.1600
2016-12-16,SPX,2258.0700
2016-12-23,DJI,19933.8100
2016-12-23,IXIC,5462.6900
2016-12-23,SPX,2263.7900
2016-12-30,DJI,19762.6000
2016-12-30,IXIC,5383.1200
2016-12-30,SPX,2238.8300
2017-01-06,DJI,19963.8000
2017-01-06,IXIC,5521.0600
2017-01-06,SPX,2276.9800
2017-01-13,DJI,19885.7300
2017-01-13,IXIC,5574.1200
2017-01-13,SPX,2274.6400
2017-01-20,DJI,19827.2500
2017-01-20,IXIC,5555.3300
2017-01-20,SPX,2271.3100
2017-01-27,DJI,20093.7800
2017-01-27,IXIC,5660.7800
2017-01-27,SPX,2294.6900
2017-02-03,DJI,20071.4600
2017-02-03,IXIC,5666.7700
2017-02-03,SPX,2297.4200
2017-02-10,DJI,20269.3700
2017-02-10,IXIC,5734.1300
2017-02-10,SPX,2316.1000
2017-02-17,DJI,20624.0500
2017-02-17,IXIC,5838.5800
2017-02-17,SPX,2351.1600
2017-02-24,DJI,20821.7600
2017-02-24,IXIC,5845.3100
2017-02-24,SPX,2367.3400
2017-03-03,DJI,21005.7100
2017-03-03,IXIC,5870.7500
2017-03-03,SPX,2383.1200
2017-03-10,DJI,20902.9800
2017-03-10,IXIC,5861.7300
2017-03-10,SPX,2372.6000
2017-03-17,DJI,20914.6200
2017-03-17,IXIC,5901.0000
2017-03-17,SPX,2378.2500
2017-03-24,DJI,20596.7200
2017-03-24,IXIC,5828.7400
2017-03-24,SPX,2343.9800
2017-03-31,DJI,20663.2200
2017-03-31,IXIC,5911.7400
2017-03-31,SPX,2362.7200
2017-04-07,DJI,20656.1000
2017-04-07,IXIC,5877.8100
2017-04-07,SPX,2355.5400
2017-04-13,DJI,20453.2500
2017-04-13,IXIC,5805.1500
2017-04-13,SPX,2328.9500
2017-04-21,DJI,20547.7600
2017-04-21,IXIC,5910.5200
2017-04-21,SPX,2348.6900
2017-04-28,DJI,20940.5100
2017-04-28,IXIC,6047.6100
2017-04-28,SPX,2384.2000
2017-05-05,DJI,21006.9400
2017-05-05,IXIC,6100.7600
2017-05-05,SPX,2399.2900
2017-05-12,DJI,20896.6100
2017-05-12,IXIC,6121.2300
2017-05-12,SPX,2390.9000
2017-05-19,DJI,20804.8400
2017-05-19,IXIC,6083.7000
2017-05-19,SPX,2381.7300
2017-05-26,DJI,21080.2800
2017-05-26,IXIC,6210.1900
2017-05-26,SPX,2415.8200
2017-06-02,DJI,21206.2900
2017-06-02,IXIC,6305.8000
2017-06-02,SPX,2439.0700
2017-06-09,DJI,21271.9700
2017-06-09,IXIC,6207.9200
2017-06-09,SPX,2431.7700
2017-06-16,DJI,21384.2800
2017-06-16,IXIC,6151.7600
2017-06-16,SPX,2433.1500
2017-06-23,DJI,21394.7600
2017-06-23,IXIC,6265.2500
2017-06-23,SPX,2438.3000
2017-06-30,DJI,21349.6300
2017-06-30,IXIC,6140.4200
2017-06-30,SPX,2423.4100
2017-07-07,DJI,21414.3400
2017-07-07,IXIC,6153.0800
2017-07-07,SPX,2425.1800
2017-07-14,DJI,21637.7400
2017-07-14,IXIC,6312.4700
2017-07-14,SPX,2459.2700
2017-07-21,DJI,21580.0700
2017-07-21,IXIC,6387.7500
2017-07-21,SPX,2472.5400
2017-07-28,DJI,21830.3100
2017-07-28,IXIC,6374.6800
2017-07-28,SPX,2472.1000
2017-08-04,DJI,22092.8100
2017-08-04,IXIC,6351.5600
2017-08-04,SPX,2476.8300
2017-08-11,DJI,21858.3200
2017-08-11,IXIC,6256.5600
2017-08-11,SPX,2441.3200
2017-08-18,DJI,21674.5100
2017-08-18,IXIC,6216.5300
2017-08-18,SPX,2425.5500
2017-08-25,DJI,21813.6700
2017-08-25,IXIC,6265.6400
2017-08-25,SPX,2443.0500
2017-09-01,DJI,21987.5600
2017-09-01,IXIC,6435.3300
2017-09-01,SPX,2476.5500
2017-09-08,DJI,21797.7900
2017-09-08,IXIC,6360.1900
2017-09-08,SPX,2461.4300
2017-09-15,DJI,22268.3400
2017-09-15,IXIC,6448.4700
2017-09-15,SPX,2500.2300
2017-09-22,DJI,22349.5900
2017-09-22,IXIC,6426.9200
2017-09-22,SPX,2502.2200
2017-09-29,DJI,22405.0900
2017-09-29,IXIC,6495.9600
2017-09-29,SPX,2519.3600
2017-10-06,DJI,22773.6700
2017-10-06,IXIC,6590.1800
2017-10-06,SPX,2549.3300
2017-10-13,DJI,22871.7200
2017-10-13,IXIC,6605.8000
2017-10-13,SPX,2553.1700
2017-10-20,DJI,23328.6300
2017-10-20,IXIC,6629.0500
2017-10-20,SPX,2575.2100
2017-10-27,DJI,23434.1900
2017-10-27,IXIC,6701.2600
2017-10-27,SPX,2581.0700
2017-11-03,DJI,23539.1900
2017-11-03,IXIC,6764.4400
2017-11-03,SPX,2587.8400
2017-11-10,DJI,23422.2100
2017-11-10,IXIC,6750.9400
2017-11-10,SPX,2582.3000
2017-11-17,DJI,23358.2400
2017-11-17,IXIC,6782.7900
2017-11-17,SPX,2578.8500
2017-11-24,DJI,23557.9900
2017-11-24,IXIC,6889.1600
2017-11-24,SPX,2602.4200
2017-12-01,DJI,24231.5900
2017-12-01,IXIC,6847.5900
2017-12-01,SPX,2642.2200
2017-12-08,DJI,24329.1600
2017-12-08,IXIC,6840.0800
2017-12-08,SPX,2651.5000
2017-12-15,DJI,24651.7400
2017-12-15,IXIC,6936.5800
2017-12-15,SPX,2675.8100
2017-12-22,DJI,24754.0600
2017-12-22,IXIC,6959.9600
2017-12-22,SPX,2683.3400
2017-12-29,DJI,24719.2200
2017-12-29,IXIC,6903.3900
2017-12-29,SPX,2673.6100
2018-01-05,DJI,25295.8700
2018-01-05,IXIC,7136.5600
2018-01-05,SPX,2743.1500
2018-01-12,DJI,25803.1900
2018-01-12,IXIC,7261.0600
2018-01-12,SPX,2786.2400
2018-01-19,DJI,26071.7200
2018-01-19,IXIC,7336.3800
2018-01-19,SPX,2810.3000
2018-01-26,DJI,26616.7100
2018-01-26,IXIC,7505.7700
2018-01-26,SPX,2872.8700
2018-02-02,DJI,25520.9600
2018-02-02,IXIC,7240.9500
2018-02-02,SPX,2762.1300
2018-02-09,DJI,24190.9000
2018-02-09,IXIC,6874.4900
2018-02-09,SPX,2619.5500
2018-02-16,DJI,25219.3800
2018-02-16,IXIC,7239.4700
2018-02-16,SPX,2732.2200
2018-02-23,DJI,25309.9900
2018-02-23,IXIC,7337.3900
2018-02-23,SPX,2747.3000
2018-03-02,DJI,24538.0600
2018-03-02,IXIC,7257.8700
2018-03-02,SPX,2691.2500
2018-03-09,DJI,25335.7400
2018-03-09,IXIC,7560.8100
2018-03-09,SPX,2786.5700
2018-03-16,DJI,24946.5100
2018-03-16,IXIC,7481.9900
2018-03-16,SPX,2752.0100
2018-03-23,DJI,23533.2000
2018-03-23,IXIC,6992.6700
2018-03-23,SPX,2588.2600
2018-03-29,DJI,24103.1100
2018-03-29,IXIC,7063.4400
2018-03-29,SPX,2640.8700
2018-04-06,DJI,23932.7600
2018-04-06,IXIC,6915.1100
2018-04-06,SPX,2604.4700
2018-04-13,DJI,24360.1400
2018-04-13,IXIC,7106.6500
2018-04-13,SPX,2656.3000
2018-04-20,DJI,24462.9400
2018-04-20,IXIC,7146.1300
2018-04-20,SPX,2670.1400
2018-04-27,DJI,24311.1900
2018-04-27,IXIC,7119.8000
2018-04-27,SPX,2669.9100
2018-05-04,DJI,24262.5100
2018-05-04,IXIC,7209.6200
2018-05-04,SPX,2663.4200
2018-05-11,DJI,24831.1700
2018-05-11,IXIC,7402.8800
2018-05-11,SPX,2727.7200
2018-05-18,DJI,24715.0900
2018-05-18,IXIC,7354.3400
2018-05-18,SPX,2712.9700
2018-05-25,DJI,24753.0900
2018-05-25,IXIC,7433.8500
2018-05-25,SPX,2721.3300
2018-06-01,DJI,24635.2100
2018-06-01,IXIC,7554.3300
2018-06-01,SPX,2734.6200
2018-06-08,DJI,25316.5300
2018-06-08,IXIC,7645.5100
2018-06-08,SPX,2779.0300
2018-06-15,DJI,25090.4800
2018-06-15,IXIC,7746.3800
2018-06-15,SPX,2779.6600
2018-06-22,DJI,24580.8900
2018-06-22,IXIC,7692.8200
2018-06-22,SPX,2754.8800
2018-06-29,DJI,24271.4100
2018-06-29,IXIC,7510.3000
2018-06-29,SPX,2718.3700
2018-07-06,DJI,24456.4800
2018-07-06,IXIC,7688.3900
2018-07-06,SPX,2759.8200
2018-07-13,DJI,25019.4100
2018-07-13,IXIC,7825.9800
2018-07-13,SPX,2801.3100
2018-07-20,DJI,25058.1200
2018-07-20,IXIC,7820.2000
2018-07-20,SPX,2801.8300
2018-07-27,DJI,25451.0600
2018-07-27,IXIC,7737.4200
2018-07-27,SPX,2818.8200
2018-08-03,DJI,25462.5800
2018-08-03,IXIC,7812.0100
2018-08-03,SPX,2840.3500
2018-08-10,DJI,25313.1400
